AutoInc, Location-zipcode, Location-state, Location-city, Location-areacode, Location-prefix, Location-extension, Location-street, Name-First, Name-Last, Name-Gender,
264.0, 27514, North Carolina, Chapel Hill, 919, 914, 9938, 20 REGENT, DIANA, Edwards, Female,
265.0, 01930, Massachusetts, GLOUCESTER, 978, 281, 2952, 9 PIER, DONNA, Showers, Female,
266.0, 30331, Georgia, Atlanta, 404, 691, 3339, 61 RUTGERS, NANNETTE, Hutchins, Female,
267.0, 95401, California, Santa Rosa, 707, 636, 6450, 8 SONORA, PEGGY, Harris, Female,
268.0, 19013, Pennsylvania, Chester, 610, 364, 1829, 5 WHITE, WILLIAM, Fowler, Male,
269.0, 53221, Wisconsin, Milwaukee, 414, 281, 8492, 189 13TH, ROBERT, Zehnder, Male,
270.0, 46947, Indiana, Logansport, 574, 505, 0037, 45 MAYFAIR, CAROL, Ott, Female,
271.0, 93065, California, Simi Valley, 805, 204, 1005, 31 GOLDIN, JOE, Caddell, Male,
272.0, 27607, North Carolina, Raleigh, 919, 345, 3352, 32 MOUNT VERNON, STANLEY, Oswald, Male,
273.0, 31408, Georgia, Savannah, 912, 963, 0934, 35 LIVE OAK, DENISE, Resch, Female,
274.0, 45638, Ohio, Ironton, 740, 532, 5176, 22 COUNTY ROAD 43, HECTOR, Wojcik, Male,
275.0, 93722, California, Fresno, 559, 271, 7509, 164 CARICA, BARBARA, Pappas, Female,
276.0, 18472, Pennsylvania, WAYMART, 570, 488, 0950, 0 POSDON, FERNANDO, Paulsen, Male,
277.0, 06082, Connecticut, ENFIELD, 860, 253, 6559, 21 MORGAN, BARRY, Dennett, Male,
278.0, 72764, Arkansas, Springdale, 479, 571, 5739, 34 DAVIS FORD, MELISSA, Wyatt, Female,
279.0, 32507, Florida, Pensacola, 850, 453, 6856, 38 MARIETTA, JULIA, Hill, Female,
280.0, 97501, Oregon, Medford, 541, 245, 3561, 25 CHICO, HELEN, Balderrama, Female,
281.0, 10562, New York, Ossining, 914, 762, 3633, 64 BETHEA, KATHLEEN, Hoag, Female,
282.0, 97467, Oregon, Reedsport, 541, 271, 7724, 9 PO BOX, EILEEN, Gonzalez, Female,
283.0, 44312, Ohio, AKRON, 330, 733, 2723, 38 AMBERWOOD, MICHELE, Hartley, Female,
284.0, 38053, Tennessee, ROSEMARK, 901, 829, 0402, 10 INDEPENDENCE, VELMA, Mason, Female,
285.0, 08009, New Jersey, BERLIN, 856, 719, 9636, 23 15TH, JANET, Townes, Female,
286.0, 65560, Missouri, Salem, 573, 715, 2028, 0 COUNTY ROAD 5050, MITCHELL, Paterson, Male,
287.0, 32053, Florida, JENNINGS, 386, 938, 8868, 18 40TH, KATHRYN, Castleberry, Female,
288.0, 48331, Michigan, FARMINGTON HILLS, 248, 324, 1738, 29 CANTERBURY, NATALIE, Kruse, Female,
289.0, 71106, Louisiana, SHREVEPORT, 318, 862, 5962, 52 LINWOOD, MICHELLE, Innis, Female,
290.0, 98503, Washington, Lacey, 360, 459, 2058, 6 HALL, SANDRA, Faison, Female,
291.0, 75023, Texas, Plano, 214, 527, 2762, 20 OUTLAND, ALLEN, Chapman, Male,
292.0, 33860, Florida, BRADLEY JUNCTION, 863, 425, 1744, 13 HILLGRADE, ADOLFO, Brinson, Male,
293.0, 38501, Tennessee, COOKEVILLE, 931, 349, 9343, 14 DORIS, NELSON, Austin, Male,
294.0, 72959, Arkansas, WINSLOW, 479, 634, 8194, 4 WINFREY VALLEY, ANNIE, Lannon, Female,
295.0, 78840, Texas, DEL RIO, 830, 703, 9484, 41 SULTENFUSS, JERRY, Mccollum, Male,
296.0, 89128, Nevada, LAS VEGAS, 702, 243, 3288, 43 HILTON HEAD, JOHNNY, Sokol, Male,
297.0, 44685, Ohio, UNIONTOWN, 330, 699, 5473, 0 RABBIT COVE, DARWIN, Wilson, Male,
298.0, 91040, California, Sunland, 818, 352, 5430, 63 APPALOOSA, CYNTHIA, Patterson, Female,
299.0, 24504, Virginia, LYNCHBURG, 434, 544, 5636, 35 COSBY, MICHAEL, Rhone, Male,
300.0, 15116, Pennsylvania, Glenshaw, 412, 486, 7002, 43 GLENHAVEN, TIMOTHY, Helm, Male,
301.0, 78209, Texas, SAN ANTONIO, 210, 882, 7624, 85 TEAK, ERIC, Bigelow, Male,
302.0, 90805, California, Long Beach, 562, 422, 4619, 60 ARABELLA, WINNIE, Flanagan, Female,
303.0, 98626, Washington, KELSO, 360, 747, 2113, 13 HANCOCK, RANDOLPH, Isaacs, Male,
304.0, 71463, Louisiana, Oakdale, 318, 215, 0380, 1 TJ SIMPSON, HELEN, Hook, Female,
305.0, 42724, Kentucky, Cecilia, 270, 862, 4414, 23 BEAGLE CLUB, MURIEL, Parrish, Female,
306.0, 41669, Kentucky, WHEELWRIGHT, 606, 452, 1369, 87 MAPLE, ANDREA, Frith, Female,
307.0, 68045, Nebraska, OAKDALE, 402, 685, 2940, 18 1ST, VIDA, Wong, Female,
308.0, 06010, Connecticut, BRISTOL, 860, 584, 9540, 37 WALTER, CAROL, Tomasini, Female,
309.0, 77840, Texas, College Station, 979, 595, 1235, 159 GILBERT, ROBBIE, King, Male,
310.0, 55119, Minnesota, Maplewood, 651, 264, 2078, 14 STERLING, SUSAN, Friel, Female,
311.0, 31636, Georgia, LAKE PARK, 229, 559, 2954, 15 DAVID, DWAYNE, Oakley, Male,
312.0, 35094, Alabama, Leeds, 205, 699, 1350, 25 JARRED, MARY, Helton, Female,
313.0, 97055, Oregon, Sandy, 503, 668, 8774, 22 BULL RUN, ANNIE, Patrick, Female,
314.0, 60005, Illinois, ARLINGTON HEIGHTS, 630, 592, 7305, 12 CENTRAL, LORI, Stuart, Female,
315.0, 76148, Texas, Watauga, 817, 605, 6200, 45 SWANEE, HAZEL, Watts, Female,
316.0, 83705, Idaho, Boise, 208, 936, 7842, 55 ARNOLD, KATHRYN, Hill, Female,
317.0, 68506, Nebraska, LINCOLN, 402, 483, 7184, 49 POINTE, ROGER, Hickey, Male,
318.0, 01821, Massachusetts, BILLERICA, 978, 294, 8855, 13 EDGEWOOD, ELNORA, Underwood, Female,
319.0, 17257, Pennsylvania, Shippensburg, 717, 331, 5396, 25 HICKORY, GINGER, Flores, Female,
320.0, 83814, Idaho, Coeur D Alene, 208, 619, 6742, 7 BUSHWACKER, LESTER, Noda, Male,
321.0, 64504, Missouri, Saint Joseph, 816, 238, 5515, 23 SANDY, ANITA, Rhodes, Female,
322.0, 33172, Florida, Doral, 786, 497, 1617, 26 107TH, MICHAEL, Oneal, Male,
323.0, 87111, New Mexico, Albuquerque, 505, 264, 6318, 49 PEPPERDINE, CHRISTINA, Baker, Female,
324.0, 48104, Michigan, Ann Arbor, 734, 647, 3991, 37 WOODLAND, CHARLIE, Parson, Male,
325.0, 46203, Indiana, INDIANAPOLIS, 317, 789, 5028, 5 GALA, LYNNE, Wolford, Female,
326.0, 92123, California, SAN DIEGO, 619, 378, 5767, 0 TOPAZ, CYNTHIA, Thorne, Female,
327.0, 63123, Missouri, Saint Louis, 314, 615, 8948, 56 PEAR, STEVE, Green, Male,
328.0, 91709, California, Chino Hills, 909, 597, 3958, 51 DIMITY, HARRY, Mcdaniels, Male,
329.0, 07047, New Jersey, NORTH BERGEN, 201, 295, 8032, 428 16TH, MARK, Canton, Male,
330.0, 55902, Minnesota, Rochester, 507, 535, 3963, 2 GREENFIELD, MYRTLE, Lafleur, Female,
331.0, 80120, Colorado, Littleton, 303, 703, 2156, 88 RAPP, LISA, Rizzo, Female,
332.0, 85705, Arizona, TUCSON, 520, 408, 1485, 69 KILBURN, SARA, Nelson, Female,
333.0, 32810, Florida, Orlando, 810, 200, 7580, 52 KINGS, LYNN, Williams, Female,
334.0, 63123, Missouri, Saint Louis, 314, 676, 6840, 65 SOLAR, NICOLE, Herron, Female,
335.0, 78204, Texas, San Antonio, 210, 447, 7695, 4 DICKEY, JOHN, Horton, Female,
336.0, 48362, Michigan, LAKE ORION, 248, 693, 6317, 1 MANITOU, ROY, Berry, Male,
337.0, 48726, Michigan, Cass City, 989, 872, 0904, 23 CHURCH, DENNIS, Palmer, Male,
338.0, 85014, Arizona, Phoenix, 602, 398, 7780, 266 LA PALOMA ESTE, CURTIS, Thompson, Male,
339.0, 37217, Tennessee, Nashville, 615, 367, 8652, 13 GRIGGS, SCOTT, Killian, Male,
340.0, 89128, Nevada, LAS VEGAS, 702, 242, 0661, 4 INTRIGUE, JENIFER, King, Female,
341.0, 90018, California, Los Angeles, 323, 733, 7303, 117 28TH, MARVIN, Ramos, Male,
342.0, 93535, California, Lancaster, 661, 727, 0650, 40 240TH, LAUREN, Gaylord, Female,
343.0, 33009, Florida, Hallandale Beach, 954, 456, 9814, 104 CEDAR, DIANE, Colvin, Female,
344.0, 17543, Pennsylvania, Lititz, 717, 298, 7544, 59 FURNACE HILLS, MELINDA, Galindo, Female,
345.0, 96816, Hawaii, Honolulu, 808, 733, 4979, 109 CHARLES, MICHELLE, Galvan, Female,
346.0, 99352, Washington, COLUMBIA, 509, 942, 2470, 59 COUNTRY CLUB, ASHLEY, Roberts, Female,
347.0, 90744, California, Wilmington, 310, 518, 0589, 15 NEPTUNE, ANTHONY, Wylie, Male,
348.0, 05478, Vermont, ST ALBANS, 802, 524, 6948, 32 HATHAWAY POINT, JACQUELINE, Rodriguez, Female,
349.0, 39648, Mississippi, MCCOMB, 601, 233, 0942, 7 PEACH, KEITH, Pendergraft, Male,
350.0, 78040, Texas, DOLORES, 956, 693, 0939, 242 SANDERS, MICHAEL, Hinton, Male,
351.0, 84723, Utah, CIRCLEVILLE, 435, 577, 3461, 101 GENERAL DELIVERY, JANE, Beasley, Female,
352.0, 63957, Missouri, PIEDMONT, 573, 223, 6374, 28 COUNTY ROAD 571, JEREMY, Macklin, Male,
353.0, 27889, North Carolina, Washington, 252, 610, 7329, 2 CBH LODGE, BLANCH, Arends, Female,
354.0, 02895, Rhode Island, WOONSOCKET, 401, 235, 3870, 61 JANET, JACK, Nivens, Male,
355.0, 38382, Tennessee, TRENTON, 731, 855, 1265, 8 DYERSBURG, KENNETH, Silvis, Male,
356.0, 20906, Maryland, Silver Spring, 240, 292, 2405, 7 SQUAW HILL, LEONARD, Clauson, Male,
357.0, 77036, Texas, Houston, 512, 788, 0126, 12 REDDING, ELDON, Johnson, Male,
358.0, 48074, Michigan, SMITHS CREEK, 810, 367, 0410, 54 ATKINS, LETHA, Schuelke, Female,
359.0, 21550, Maryland, THAYERVILLE, 240, 442, 7413, 7 GROUSE RUN, DAVID, Bradley, Male,
360.0, 75656, Texas, HUGHES SPRINGS, 903, 639, 0421, 8 FM 250, BRIAN, Barlow, Male,
361.0, 60632, Illinois, Chicago, 815, 714, 7235, 4 DRAKE, EVELYN, Menard, Female,
362.0, 76706, Texas, Waco, 254, 214, 9109, 16 LOS ALAMITOS, DAVID, Pritchard, Female,
363.0, 29123, South Carolina, PELION, 803, 894, 9963, 1 OLISTOWN, JANE, Yu, Female,
364.0, 96707, Hawaii, PUU KAPOLEI, 808, 672, 4740, 59 PUKAUA, TERESA, Petersen, Female,
365.0, 43206, Ohio, COLUMBUS, 614, 443, 5794, 85 MACON, CLAIRE, Sims, Female,
366.0, 60085, Illinois, WAUKEGAN, 847, 244, 3170, 193 PRINCETON, MARION, Hibbs, Male,
367.0, 92024, California, Encinitas, 760, 633, 3182, 37 ELON, SARA, Renfro, Female,
368.0, 48436, Michigan, GAINES, 989, 271, 0469, 23 MORRISH, MICHAEL, Widner, Male,
369.0, 31520, Georgia, Brunswick, 912, 280, 8603, 27 2ND, JEAN, Fane, Female,
370.0, 02150, Massachusetts, CHELSEA, 617, 660, 4278, 26 MULBERRY, LULA, Gallagher, Female,
371.0, 03867, New Hampshire, ROCHESTER, 207, 339, 5609, 3 TOWLE STREET, CHERYL, Little, Female,
372.0, 60103, Illinois, BARTLETT, 630, 830, 9332, 128 ANGELICA, JESSICA, Pedrick, Female,
373.0, 13140, New York, PORT BYRON, 315, 776, 7364, 20 STATE STREET, MATTHEW, Flores, Male,
374.0, 95062, California, Santa Cruz, 831, 475, 7055, 15 SEAVIEW, DONALD, Elliott, Male,
375.0, 74601, Oklahoma, Ponca City, 580, 763, 3401, 24 CENTRAL, PAUL, Jones, Male,
376.0, 32073, Florida, ORANGE PARK, 904, 213, 9876, 72 QUAIL RUN, SUSAN, Roberts, Female,
377.0, 44077, Ohio, LEROY TOWNSHIP, 440, 254, 3796, 4 MARDON, THELMA, Bradford, Female,
378.0, 91789, California, Walnut, 909, 839, 8032, 20 BOULDER, LORETTA, Tatham, Female,
379.0, 60439, Illinois, LEMONT, 630, 252, 2997, 18 MUNSTER, JASON, Storm, Male,
380.0, 43615, Ohio, Toledo, 419, 858, 4041, 58 MELLERAY, AVA, Varela, Female,
381.0, 11226, New York, Brooklyn, 718, 469, 0574, 1593 26TH, LORI, Oneill, Female,
382.0, 24502, Virginia, LYNCHBURG, 434, 237, 9877, 24 JONATHAN, ELENA, Corbin, Female,
383.0, 71603, Arkansas, Pine Bluff, 870, 332, 4513, 51 PAR, JOSHUA, Robinson, Male,
384.0, 78758, Texas, Austin, 512, 619, 5101, 108 SAGE HOLLOW, JESSE, Bingham, Male,
385.0, 54403, Wisconsin, Wausau, 715, 845, 5099, 23 COUNTY ROAD Q, ALAN, Peters, Male,
386.0, 51537, Iowa, Harlan, 712, 607, 1546, 17 GRAND, CLARENCE, Taylor, Male,
387.0, 96720, Hawaii, KAWAILANI, 808, 961, 1734, 13 DESHA, LILLIE, Austin, Female,
388.0, 97457, Oregon, MYRTLE CREEK, 541, 860, 3717, 18 TOM WAYNE, CINDY, Lynch, Female,
389.0, 66044, Kansas, Lawrence, 785, 841, 0356, 80 ATHERTON, TOM, Ragland, Male,
390.0, 32084, Florida, St Augustine, 904, 810, 0425, 16 SERENA, TINA, Rodriguez, Female,
391.0, 44906, Ohio, Mansfield, 419, 528, 0481, 41 DILLON, GEORGE, Dobson, Male,
392.0, 22310, Virginia, Alexandria, 703, 921, 0566, 66 SHADE TREE, LORI, London, Female,
393.0, 64052, Missouri, INDEPENDENCE, 816, 497, 2407, 1 BROOKSIDE, MAURICIO, Gatlin, Male,
394.0, 19526, Pennsylvania, Hamburg, 484, 665, 9255, 45 FAWN, MATHEW, Adamski, Male,
395.0, 10956, New York, NEW CITY, 845, 638, 2708, 45 SCENIC VISTA, TERENCE, Smith, Male,
396.0, 01301, Massachusetts, GREENFIELD, 413, 772, 2042, 46 LUPINWOOD, DAVID, Frederick, Male,
397.0, 78840, Texas, Del Rio, 830, 768, 4206, 0 ALGERITA, GREGORY, Cataldo, Male,
398.0, 06902, Connecticut, Stamford, 203, 296, 7224, 2 CHERRY, PETER, Irvin, Male,
399.0, 19720, Delaware, New Castle, 302, 362, 4330, 20 COLESBERY, JUSTINA, Houde, Female,
400.0, 21742, Maryland, Hagerstown, 301, 635, 4565, 50 ESSEX, SUSAN, Edmonds, Female,
401.0, 34472, Florida, Ocala, 352, 261, 6658, 22 BERMUDA DUNES, FELICIA, Poirier, Female,
402.0, 98503, Washington, Lacey, 360, 413, 8942, 36 LARCH, JOANN, Alexander, Female,
403.0, 11590, New York, Westbury, 347, 456, 7391, 10 BRYANT, SUSAN, Vance, Female,
404.0, 76636, Texas, COVINGTON, 254, 854, 7131, 13 STATE HIGHWAY 171, HOWARD, Knapp, Male,
405.0, 83642, Idaho, Meridian, 208, 315, 4494, 59 6TH, JENNIFER, Anderson, Female,
406.0, 60068, Illinois, PARK RIDGE, 773, 864, 8041, 49 HARRISON, CHARLES, Lambert, Male,
407.0, 20676, Maryland, MUTUAL, 410, 495, 4529, 17 TURTLE CREEK, GREG, Thompson, Male,
408.0, 60031, Illinois, GURNEE, 847, 855, 4790, 56 FRAMINGHAM, AMY, Bruner, Female,
409.0, 68803, Nebraska, Grand Island, 308, 221, 0412, 58 TEAKWOOD, DIANA, Brennan, Female,
410.0, 17013, Pennsylvania, CARLISLE, 717, 440, 3690, 35 FREDERICK, RORY, Anderson, Male,
411.0, 13027, New York, BALDWINSVILLE, 315, 678, 4562, 15 CEDAR, MARCEL, Johnson, Male,
412.0, 89109, Nevada, Las Vegas, 702, 734, 2462, 847 BEL AIR, BARBARA, Casey, Female,
413.0, 60085, Illinois, WAUKEGAN, 847, 360, 7842, 77 MASSENA, COLLEEN, Bull, Female,
414.0, 40165, Kentucky, ZONETON, 502, 904, 6076, 25 AUDUBON, SANDY, Rose, Male,
415.0, 37209, Tennessee, Nashville, 615, 350, 6730, 81 LOZIER, ROBERT, King, Male,
416.0, 97374, Oregon, SCIO, 503, 394, 9228, 13 LARWOOD, CHERYL, Woods, Female,
417.0, 75756, Texas, LONGVIEW, 903, 323, 2334, 30 LONE PINE, RICHARD, Passmore, Male,
418.0, 17325, Pennsylvania, Gettysburg, 717, 334, 7329, 43 ERNS, JENNY, Hurt, Female,
419.0, 75217, Texas, DALLAS, 214, 309, 4688, 78 FAIRPORT, CONNIE, Owens, Female,
420.0, 33850, Florida, LAKE ALFRED, 863, 956, 6906, 12 PO BOX, SANDRA, Flores, Female,
421.0, 55418, Minnesota, Minneapolis, 612, 706, 5309, 177 MCKINLEY, CHARLES, Jarrett, Male,
422.0, 33404, Florida, West Palm Beach, 561, 840, 1167, 112 CITRUS, GEORGE, Williams, Male,
423.0, 32807, Florida, ORLANDO, 407, 568, 3493, 45 BABLONICA, MARK, Gibson, Male,
424.0, 99223, Washington, Spokane, 509, 443, 3416, 73 MAGNOLIA, FRANCES, Cuomo, Female,
425.0, 92373, California, Redlands, 909, 380, 4507, 52 16TH, HELEN, Garcia, Female,
426.0, 21044, Maryland, Columbia, 301, 621, 1401, 27 LONG VIEW, SAMUEL, Mendez, Male,
427.0, 70601, Louisiana, MOSS BLUFF, 337, 202, 9743, 102 JAKE, AL, Espinal, Male,
428.0, 27801, North Carolina, Rocky Mount, 252, 802, 9522, 17 WELFORD, COREY, Boyd, Male,
429.0, 60901, Illinois, KANKAKEE, 815, 802, 5484, 5 PRAIRIE VIEW, BROOKE, Lambert, Female,
430.0, 74464, Oklahoma, Tahlequah, 918, 456, 0953, 8 MAYBERRY, ROSEMARY, Gamblin, Female,
431.0, 84116, Utah, Salt Lake City, 435, 236, 0186, 73 TAFFETA, WESLEY, Lindsey, Male,
432.0, 92020, California, El Cajon, 619, 754, 8793, 133 COCO PALMS, MARK, Irwin, Male,
433.0, 53703, Wisconsin, MADISON, 608, 651, 7905, 145 STATE, FREDA, Straus, Female,
434.0, 27514, North Carolina, Chapel Hill, 919, 918, 3285, 86 HANFT, MELANIE, White, Female,
435.0, 78212, Texas, San Antonio, 210, 364, 0593, 61 ELSMERE, DEBRA, Jackman, Female,
436.0, 66441, Kansas, JUNCTION CITY, 785, 238, 6361, 2 CHESTNUT, DIANE, Cronin, Female,
437.0, 75089, Texas, ROYCE CITYT, 214, 635, 9266, 3 MANOR, ANTHONY, Clark, Male,
438.0, 10033, New York, New York, 646, 317, 9581, 392 LAUREL HILL, KELLY, Gumbs, Female,
439.0, 94010, California, Burlingame, 650, 343, 6257, 51 ALCAZAR, BRIAN, Singleton, Male,
440.0, 39328, Mississippi, DE KALB, 601, 290, 7649, 15 HELEN BOLDEN, AMAL, Clark, Female,
441.0, 50317, Iowa, Des Moines, 515, 263, 2491, 87 RICHLAND, MIKE, Mcfarland, Male,
442.0, 15666, Pennsylvania, KECKSBURG, 724, 423, 7155, 29 VANDYKE, RUTH, Meza, Female,
443.0, 17512, Pennsylvania, Columbia, 717, 681, 9931, 39 CARDINAL, ELIZABETH, Dietz, Female,
444.0, 71446, Louisiana, LEESVILLE, 337, 537, 7829, 13 T C BENNETT, CHARLES, Roderick, Male,
445.0, 78040, Texas, WEST MARIETTA, 956, 723, 9019, 15 WOOSTER, RAY, Raffaele, Male,
446.0, 02072, Massachusetts, STOUGHTON, 781, 297, 2217, 47 HOWLAND, JOHNNY, Ramsay, Male,
447.0, 94536, California, Fremont, 510, 793, 7203, 62 DUNBAR, RUBY, Young, Female,
448.0, 22066, Virginia, Great Falls, 571, 224, 3737, 25 VERNON, MONICA, Mclendon, Female,
449.0, 63366, Missouri, O FALLON, 573, 212, 2301, 20 TOM GINNEVER, JASON, Woo, Male,
450.0, 77020, Texas, Houston, 713, 670, 9619, 43 RAWLEY, ANNE, Cotter, Female,
451.0, 65712, Missouri, Mount Vernon, 417, 461, 0372, 28 ELDER, VINCENT, Irvin, Male,
452.0, 25510, West Virginia, Culloden, 304, 550, 4299, 12 HARNESTI, KATHRYN, Slape, Female,
453.0, 97301, Oregon, Salem, 503, 365, 6814, 80 KETTLE, OLIVER, Jackson, Male,
454.0, 37421, Tennessee, Chattanooga, 423, 567, 3011, 30 GRAYS, MARY, Straka, Female,
455.0, 94513, California, Brentwood, 925, 240, 8429, 7 LEGACY, DAVID, Mccormick, Male,
456.0, 63114, Missouri, Overland, 314, 426, 3318, 36 OAKLAND, MARIE, Garcia, Female,
457.0, 98168, Washington, Burien, 206, 277, 9267, 127 GATEWAY, ANNA, Murray, Female,
458.0, 03055, New Hampshire, MILFORD, 603, 249, 6288, 38 NOONS QUARRY, DORIS, Conrad, Female,
459.0, 77536, Texas, Deer Park, 281, 542, 1204, 49 ALICE, BRADFORD, Kulp, Male,
460.0, 74346, Oklahoma, JAY, 918, 253, 5184, 16 COUNTY ROAD 591, DANIEL, Webber, Male,
461.0, 79936, Texas, El Paso, 915, 503, 1483, 64 THUNDER TRAIL, BEVERLY, Fuller, Female,
462.0, 90007, California, Los Angeles, 213, 746, 8908, 203 CORDOVA, CAROL, Fry, Female,
463.0, 71055, Louisiana, Minden, 318, 377, 2557, 3 CHANEY, ROSETTA, Saylor, Female,
464.0, 13502, New York, Utica, 315, 608, 3859, 66 VAN RENSSELAER, WAYNE, Lecompte, Male,
465.0, 95624, California, ELK GROVE, 916, 686, 9111, 7 AMBER WAVES, ROBERT, Garza, Male,
466.0, 55021, Minnesota, FARIBAULT, 507, 338, 9445, 10 ASPEN, TAMARA, Wallace, Female,
467.0, 22407, Virginia, CHANCELLOR, 540, 548, 3278, 8 INNISBROOK, CHARLES, Reilly, Male,
468.0, 32809, Florida, ORLANDO, 321, 422, 8679, 32 RAINBOW, DAVID, Wynne, Male,
469.0, 40391, Kentucky, Winchester, 502, 370, 9195, 22 BEL AIR, KENNETH, Hardin, Male,
470.0, 48654, Michigan, ROSE CITY, 989, 685, 0839, 9 REASNER, CURTIS, Ferreri, Male,
471.0, 11365, New York, Flushing, 718, 380, 0423, 360 182ND, HAROLD, Porto, Male,
472.0, 61047, Illinois, LEAF RIVER, 815, 738, 6206, 25 ADELINE, TIMOTHY, Johnson, Male,
473.0, 19144, Pennsylvania, Philadelphia, 215, 848, 3255, 119 POTTERTON, LYNN, Farrell, Female,
474.0, 14150, New York, TONAWANDA, 716, 629, 1814, 65 CALVERT, NANCY, Stevens, Female,
475.0, 49507, Michigan, GRAND RAPIDS, 616, 247, 1435, 196 GIDDINGS, LEROY, Lewis, Male,
476.0, 07032, New Jersey, KEARNY, 201, 997, 2031, 106 MAPLE, DENNIS, Bratcher, Male,
477.0, 91405, California, Van Nuys, 323, 873, 6628, 193 ALLOTT, EMIL, Hirsch, Male,
478.0, 72058, Arkansas, GREENBRIER, 501, 581, 4514, 3 WALLACE, MINNIE, Cottle, Female,
479.0, 44105, Ohio, CLEVELAND, 216, 429, 4220, 43 ARMITAGE, ILENE, Miller, Female,
480.0, 24540, Virginia, Danville, 434, 203, 7633, 7 DEBBIE, ERNESTO, Sargent, Male,
481.0, 75684, Texas, Overton, 903, 834, 9629, 6 GARDEN CLUB, KEVIN, Ortiz, Male,
482.0, 89121, Nevada, Las Vegas, 702, 451, 5563, 94 OCOTILLO, ROSA, Maki, Female,
483.0, 06492, Connecticut, Wallingford, 203, 887, 6141, 29 RYAN, SAMUEL, Schwartz, Male,
484.0, 88220, New Mexico, CARLSBAD CAVERNS, 505, 785, 6132, 18 PEACH, WILLIAM, Adams, Male,
485.0, 90660, California, Pico Rivera, 562, 948, 2790, 41 REDBIRD, MARK, Carroll, Male,
486.0, 86336, Arizona, Sedona, 928, 203, 8939, 13 RED ROCK, NICHOLAS, Abad, Male,
487.0, 15221, Pennsylvania, WILKINSBURG, 412, 241, 2743, 54 SWISSVALE, ETHEL, Thomas, Female,
488.0, 49738, Michigan, GRAYLING, 989, 390, 6748, 12 DIAMOND, CHRISTOPHER, Brown, Male,
489.0, 39301, Mississippi, Meridian, 601, 768, 3764, 45 COUNTY ROAD 3504, TIMOTHY, Payne, Male,
490.0, 38544, Tennessee, BAXTER, 931, 476, 8931, 2 HICKEY RIDGE, MARIE, Kraft, Female,
491.0, 92507, California, Riverside, 661, 202, 4766, 49 SIR TRISTRAM, HUGH, Ford, Male,
492.0, 71730, Arkansas, El Dorado, 501, 875, 7371, 6 HUCKLEBERRY, MICHAEL, Rivera, Male,
493.0, 37367, Tennessee, PIKEVILLE, 423, 447, 4397, 12 JIM DEBORD, TRACY, Jones, Female,
494.0, 65084, Missouri, Versailles, 573, 378, 0512, 18 HIGHWAY K, MARY, Cobb, Female,
495.0, 95966, California, Oroville, 530, 532, 8487, 9 MEDLEY, TIMOTHY, Hamilton, Male,
496.0, 33012, Florida, Hialeah, 561, 224, 9920, 735 38TH, WILLIAM, Huddleston, Male,
497.0, 70444, Louisiana, KENTWOOD, 985, 229, 2243, 4 MILLER, JOAN, Barber, Female,
498.0, 29420, South Carolina, North Charleston, 843, 494, 4217, 0 BURKESHIRE, JOYCE, Gloria, Female,
499.0, 27208, North Carolina, BENNETT, 336, 581, 6671, 18 CHARLIE GARNER, NATHAN, Freer, Male,
500.0, 22802, Virginia, Harrisonburg, 540, 271, 9854, 18 CENTRAL, MARK, Woods, Male,
501.0, 75227, Texas, Dallas, 214, 388, 6928, 4 HUNNICUT, GARY, Rodriguez, Male,
502.0, 91301, California, Agoura, 424, 781, 7765, 49 VISTA DEL ARROYO, DOMINGO, Nieman, Male,
503.0, 47946, Indiana, FRANCESVILLE, 219, 567, 3736, 4 500, ASHLEY, Fontenot, Male,
504.0, 97850, Oregon, La Grande, 541, 910, 1140, 50 D, SHIRLEY, Neill, Female,
505.0, 19335, Pennsylvania, Downingtown, 610, 269, 9345, 38 ARMSTEAD, TIMOTHY, Tucker, Male,
506.0, 01060, Massachusetts, NORTHAMPTON, 413, 582, 3661, 12 GOTHIC, DORIS, Villarreal, Female,
507.0, 79109, Texas, Amarillo, 806, 354, 0406, 79 JUNIPER, CLARENCE, Williams, Male,
508.0, 29448, South Carolina, HARLEYVILLE, 843, 462, 3717, 8 MAIN, KATRINA, Ford, Female,
509.0, 21014, Maryland, Bel Air, 410, 893, 3981, 42 AMBERLY, STAN, Hanshaw, Male,
510.0, 60411, Illinois, CHICAGO HEIGHTS, 708, 757, 4568, 67 CAROLE, NORMA, Skidmore, Female,
511.0, 62301, Illinois, BURTON, 217, 653, 1952, 151 HORNE, CINDY, Skelton, Female,
512.0, 36109, Alabama, Montgomery, 334, 409, 7735, 13 GRENADA, DAWN, Parent, Female,
513.0, 18603, Pennsylvania, Berwick, 570, 752, 2790, 9 PINECREST, MATTHEW, Stookey, Male,
514.0, 94025, California, Menlo Park, 650, 851, 7216, 36 ALTSCHUL, JOSETTE, Gilbert, Female,
515.0, 29526, South Carolina, Conway, 843, 248, 0865, 9 WILLOW BROOK, VERA, Mowry, Female,
516.0, 77632, Texas, Orange, 409, 920, 9756, 9 AYRSHIRE, PAUL, Bailey, Male,
517.0, 46204, Indiana, Indianapolis, 317, 639, 1843, 36 COLLEGE, AUTUMN, Garcia, Female,
518.0, 90007, California, Los Angeles, 213, 745, 8818, 443 PALM, YEE, Hoard, Female,
